Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Exact Geometric Relationships, Symmetry Breaking and Structural Stability for Single-Walled Carbon Nanotubes","Nano-Micro Letters","","3","4","10.1007/BF03353677","Tong ZhangZe Shuai YuanLi Hao Tan","2011","http://link.springer.com/article/10.1007/BF03353677","Article"
"Poly(Glycidyl Methacrylates)-grafted Zinc Oxide Nanowire by Surface-initiated Atom Transfer Radical Polymerization","Nano-Micro Letters","","2","4","10.1007/BF03353856","Bao ZhangNantao HuYanfang WangZi WangYing WangEric S. KongYafei Zhang","2010","http://link.springer.com/article/10.1007/BF03353856","Article"
"Synthesis of Au-Cu Nano-Alloy from Monometallic Colloids by Simultaneous Pulsed Laser Targeting and Stirring","Nano-Micro Letters","","3","4","10.1007/BF03353681","Mansoureh GanjaliMonireh GanjaliSoraia KhobyMohammad Ali Meshkot","2011","http://link.springer.com/article/10.1007/BF03353681","Article"
"Observation of Resistive Switching Memory by Reducing Device Size in a New Cr/CrO
                x
              /TiO
                x
              /TiN Structure","Nano-Micro Letters","","7","4","10.1007/s40820-015-0055-3","Debanjan JanaSubhranu SamantaSourav RoyYu Feng LinSiddheswar Maikap","2015","http://link.springer.com/article/10.1007/s40820-015-0055-3","Article"
"Colloidal silicon nanocrystallites for low-cost solar cell development","Nano-Micro Letters","","1","1","10.1007/BF03353605","V. Švrček","2009","http://link.springer.com/article/10.1007/BF03353605","Article"
"Bifunctional Electrocatalysts Based on Mo-Doped NiCoP Nanosheet Arrays for Overall Water Splitting","Nano-Micro Letters","","11","1","10.1007/s40820-019-0289-6","Jinghuang LinYaotian YanChun LiXiaoqing SiHaohan WangJunlei QiJian CaoZhengxiang ZhongWeidong FeiJicai Feng","2019","http://link.springer.com/article/10.1007/s40820-019-0289-6","Article"
"Superplastic Behavior of Alumina Composites Mediated by Carbon Nanotubes","Nano-Micro Letters","","5","3","10.1007/BF03353748","Xiaobing ZhouLei LiLu ShenJie ZhouJunwei ZhangAmiya K. MukherjeeChangshu XiangHuiping TangQing Huang","2013","http://link.springer.com/article/10.1007/BF03353748","Article"
"BiVO4 Photoanode with Exposed (040) Facets for Enhanced Photoelectrochemical Performance","Nano-Micro Letters","","10","1","10.1007/s40820-017-0163-3","Ligang XiaJinhua LiJing BaiLinsen LiShuai ChenBaoxue Zhou","2017","http://link.springer.com/article/10.1007/s40820-017-0163-3","Article"
"A Facile and Template-Free One-Pot Synthesis of Mn3O4 Nanostructures as Electrochemical Supercapacitors","Nano-Micro Letters","","8","2","10.1007/s40820-015-0074-0","Zhenjun QiAdnan YounisDewei ChuSean Li","2016","http://link.springer.com/article/10.1007/s40820-015-0074-0","Article"
"Nano-Molecular Junctions on STM Tips","Nano-Micro Letters","","3","1","10.1007/BF03353644","Chun HuangJianshu Yang","2011","http://link.springer.com/article/10.1007/BF03353644","Article"
"Spiral Steel Wire Based Fiber-Shaped Stretchable and Tailorable Triboelectric Nanogenerator for Wearable Power Source and Active Gesture Sensor","Nano-Micro Letters","","11","1","10.1007/s40820-019-0271-3","Lingjie XieXiaoping ChenZhen WenYanqin YangJihong ShiChen ChenMingfa PengYina LiuXuhui Sun","2019","http://link.springer.com/article/10.1007/s40820-019-0271-3","Article"
"Joining of Individual Silver Nanowires via Electrical Current","Nano-Micro Letters","","6","4","10.1007/s40820-014-0001-9","Arash VafaeiAnming HuIrene A. Goldthorpe","2014","http://link.springer.com/article/10.1007/s40820-014-0001-9","Article"
"Role of TbFe on Perpendicular Magnetic Anisotropy and Giant Magnetoresistance Effect in [Co/Ni]N-Based Spin Valves","Nano-Micro Letters","","6","4","10.1007/s40820-014-0009-1","Minghong TangZongzhi ZhangYanyan ZhuBin MaQinyuan Jin","2014","http://link.springer.com/article/10.1007/s40820-014-0009-1","Article"
"Enhanced Current Transportation in Siliconriched Nitride (SRN)/Silicon-riched Oxide (SRO) Multilayer Nanostructure","Nano-Micro Letters","","4","4","10.1007/BF03353715","Yeliao TaoJun ZhengYuhua ZuoChunlai XueBuwen ChengQiming Wang","2012","http://link.springer.com/article/10.1007/BF03353715","Article"
"Synthesis and Electrical Properties of Well-Ordered Layered α-MoO3 Nanosheets","Nano-Micro Letters","","3","4","10.1007/BF03353679","R. NaouelH. DhaouadiF. TouatiN. Gharbi","2011","http://link.springer.com/article/10.1007/BF03353679","Article"
"Nanomaterials for Cardiac Tissue Engineering Application","Nano-Micro Letters","","3","4","10.1007/BF03353683","Yachen ZhangYong TangYing WangLiying Zhang","2011","http://link.springer.com/article/10.1007/BF03353683","Article"
"Preparation of Sandwich-like NiCo2O4/rGO/NiO Heterostructure on Nickel Foam for High-Performance Supercapacitor Electrodes","Nano-Micro Letters","","9","2","10.1007/s40820-016-0117-1","Delong LiYouning GongMiaosheng WangChunxu Pan","2016","http://link.springer.com/article/10.1007/s40820-016-0117-1","Article"
"High-Power and Ultralong-Life Aqueous Zinc-Ion Hybrid Capacitors Based on Pseudocapacitive Charge Storage","Nano-Micro Letters","","11","1","10.1007/s40820-019-0328-3","Liubing DongWang YangWu YangChengyin WangYang LiChengjun XuShuwei WanFengrong HeFeiyu KangGuoxiu Wang","2019","http://link.springer.com/article/10.1007/s40820-019-0328-3","Article"
"Synthesis of Ni nanowires via a hydrazine reduction route in aqueous ethanol solutions assisted by external magnetic fields","Nano-Micro Letters","","1","1","10.1007/BF03353607","L. Y. ZhangJ. WangL. M. WeiP. LiuH. WeiY. F. Zhang","2009","http://link.springer.com/article/10.1007/BF03353607","Article"
"Experimental evidence for the formation mechanism of metallic catalyst-free carbon nanotubes","Nano-Micro Letters","","2","1","10.1007/BF03353611","Y. H. TangX. C. LiJ. L. LiL. W. LinH. F. XuB. Y. Huang","2010","http://link.springer.com/article/10.1007/BF03353611","Article"
"Hierarchical Semiconductor Oxide Photocatalyst: A Case of the SnO2 Microflower","Nano-Micro Letters","","5","4","10.1007/BF03353754","Yang LiuYang JiaoBosi YinSiwen ZhangFengyu QuXiang Wu","2013","http://link.springer.com/article/10.1007/BF03353754","Article"
"Enhanced Electrocatalytic Activity by RGO/MWCNTs/NiO Counter Electrode for Dye-sensitized Solar Cells","Nano-Micro Letters","","7","3","10.1007/s40820-015-0043-7","Majid Raissan Al-bahraniWaqar AhmadHadja Fatima MehnaneYing ChenZe ChengYihua Gao","2015","http://link.springer.com/article/10.1007/s40820-015-0043-7","Article"
"Novel Ag@Nitrogen-doped Porous Carbon Composite with High Electrochemical Performance as Anode Materials for Lithium-ion Batteries","Nano-Micro Letters","","9","3","10.1007/s40820-017-0131-y","Yuqing ChenJintang LiGuanghui YueXuetao Luo","2017","http://link.springer.com/article/10.1007/s40820-017-0131-y","Article"
"Synthesis and Thermal Behavior of Metallic Cobalt Micro and Nanostructures","Nano-Micro Letters","","3","1","10.1007/BF03353646","Marlene González MontielP. Santiago-JacintoJ. A. I. Díaz GóngoraE. RegueraGeonel Rodríguez-Gattorno","2011","http://link.springer.com/article/10.1007/BF03353646","Article"
"Efficient CNTFET-based Ternary Full Adder Cells for Nanoelectronics","Nano-Micro Letters","","3","1","10.1007/BF03353650","Mohammad Hossein MoaiyeriReza Faghih MirzaeeKeivan NaviOmid Hashemipour","2011","http://link.springer.com/article/10.1007/BF03353650","Article"
"Study of Cell Behaviors on Anodized TiO2 Nanotube Arrays with Coexisting Multi-Size Diameters","Nano-Micro Letters","","8","1","10.1007/s40820-015-0062-4","Yifan ChenJiahua NiHongliu WuRuopeng ZhangChangli ZhaoWenzhi ChenFeiqing ZhangShaoxiang ZhangXiaonong Zhang","2016","http://link.springer.com/article/10.1007/s40820-015-0062-4","Article"
"Pt-Containing Ag2S-Noble Metal Nanocomposites as Highly Active Electrocatalysts for the Oxidation of Formic Acid","Nano-Micro Letters","","6","3","10.1007/BF03353789","Hui LiuYan FengHongbin CaoJun Yang","2014","http://link.springer.com/article/10.1007/BF03353789","Article"
"Unique Characteristics of Vertical Carbon Nanotube Field-effect Transistors on Silicon","Nano-Micro Letters","","6","3","10.1007/BF03353793","Jingqi LiWeisheng YueZaibing GuoYang YangXianbin WangAhad A. SyedYafei Zhang","2014","http://link.springer.com/article/10.1007/BF03353793","Article"
"Assembling SnO Nanosheets into Microhydrangeas: Gas Phase Synthesis and Their Optical Property","Nano-Micro Letters","","4","4","10.1007/BF03353717","Zhenglin ZhangJing WangZhou YuFengyu QuXiang Wu","2012","http://link.springer.com/article/10.1007/BF03353717","Article"
"Ordered SrTiO3 Nanoripples Induced by Focused Ion Beam","Nano-Micro Letters","","4","4","10.1007/BF03353721","Jiang WuGang ChenZhaoquan ZengShibin LiXingliang XuZhiming M. WangGregory J. Salamo","2012","http://link.springer.com/article/10.1007/BF03353721","Article"
"Novel Co3O4 Nanoparticles/Nitrogen-Doped Carbon Composites with Extraordinary Catalytic Activity for Oxygen Evolution Reaction (OER)","Nano-Micro Letters","","10","1","10.1007/s40820-017-0170-4","Xiaobing YangJuan ChenYuqing ChenPingjing FengHuixian LaiJintang LiXuetao Luo","2017","http://link.springer.com/article/10.1007/s40820-017-0170-4","Article"
"A Bi-layer Composite Film Based on TiO2 Hollow Spheres, P25, and Multi-walled Carbon Nanotubes for Efficient Photoanode of Dye-sensitized Solar Cell","Nano-Micro Letters","","8","3","10.1007/s40820-015-0081-1","Putao ZhangZhiqiang HuYan WangYiying QinWenqin LiJinmin Wang","2016","http://link.springer.com/article/10.1007/s40820-015-0081-1","Article"
"Terahertz Generation Using Implanted InGaAs Photomixers and Multi-wavelength Quantum Dot Lasers","Nano-Micro Letters","","4","1","10.1007/BF03353685","Y. HouJ. R. LiuM. BuchananA. J. Spring ThorpeP. J. PooleH. C. LiuKe WuSjoerd RoordaX. P. Zhang","2012","http://link.springer.com/article/10.1007/BF03353685","Article"
"Synthesis of morphology-controlled silver nanostructures by electrodeposition","Nano-Micro Letters","","2","1","10.1007/BF03353609","C. L. LiangK. ZhongM. LiuL. JiangS. K. LiuD. D. XingH. Y. LiY. NaW. X. ZhaoY. X. TongP. Liu","2010","http://link.springer.com/article/10.1007/BF03353609","Article"
"Fabrication of anatase titanium dioxide nanotubes by electroless deposition using polycarbonate for separate casting method","Nano-Micro Letters","","2","1","10.1007/BF03353613","M. BoehmeG. FuE. IonescuW. Ensinger","2010","http://link.springer.com/article/10.1007/BF03353613","Article"
"Effects of Reaction Temperature on Microstructure and Advanced Pseudocapacitor Properties of NiO Prepared via Simple Precipitation Method","Nano-Micro Letters","","5","4","10.1007/BF03353760","Qiangqiang SunShujuan Bao","2013","http://link.springer.com/article/10.1007/BF03353760","Article"
"Low-Programmable-Voltage Nonvolatile Memory Devices Based on Omega-shaped Gate Organic Ferroelectric P(VDF-TrFE) Field Effect Transistors Using p-type Silicon Nanowire Channels","Nano-Micro Letters","","7","1","10.1007/s40820-014-0016-2","Ngoc Huynh VanJae-Hyun LeeDongmok WhangDae Joon Kang","2015","http://link.springer.com/article/10.1007/s40820-014-0016-2","Article"
"Highly Reversible Li–Se Batteries with Ultra-Lightweight N,S-Codoped Graphene Blocking Layer","Nano-Micro Letters","","10","4","10.1007/s40820-018-0213-5","Xingxing GuLingbao XinYang LiFan DongMin FuYanglong Hou","2018","http://link.springer.com/article/10.1007/s40820-018-0213-5","Article"
"High-Performance Solid-State Supercapacitors Fabricated by Pencil Drawing and Polypyrrole Depositing on Paper Substrate","Nano-Micro Letters","","7","3","10.1007/s40820-015-0039-3","Jiayou TaoWenzhen MaNishuang LiuXiaoliang RenYuling ShiJun SuYihua Gao","2015","http://link.springer.com/article/10.1007/s40820-015-0039-3","Article"
"Thermodynamic and Kinetic Analysis of Lowtemperature Thermal Reduction of Graphene Oxide","Nano-Micro Letters","","3","1","10.1007/BF03353652","Kuibo YinHaitao LiYidong XiaHengchang BiJun SunZhiguo LiuLitao Sun","2011","http://link.springer.com/article/10.1007/BF03353652","Article"
"A Phase Change Memory Chip Based on TiSbTe Alloy in 40-nm Standard CMOS Technology","Nano-Micro Letters","","7","2","10.1007/s40820-015-0030-z","Zhitang SongYiPeng ZhanDaolin CaiBo LiuYifeng ChenJiadong Ren","2015","http://link.springer.com/article/10.1007/s40820-015-0030-z","Article"
"Enhanced Electromagnetic Wave Absorption Properties of Poly(3,4-ethylenedioxythiophene) Nanofiber-Decorated Graphene Sheets by Non-covalent Interactions","Nano-Micro Letters","","8","2","10.1007/s40820-015-0067-z","Xiang ZhangYing HuangPanbo Liu","2016","http://link.springer.com/article/10.1007/s40820-015-0067-z","Article"
"A Wire-Shaped Supercapacitor in Micrometer Size Based on Fe3O4 Nanosheet Arrays on Fe Wire","Nano-Micro Letters","","9","4","10.1007/s40820-017-0147-3","Guohong LiRuchun LiWeijia Zhou","2017","http://link.springer.com/article/10.1007/s40820-017-0147-3","Article"
"Contact Mechanism of the Ag-doped Trimolybdate Nanowire as An Antimicrobial Agent","Nano-Micro Letters","","4","4","10.1007/BF03353719","Yujie JiangJian GangSheng-Yong Xu","2012","http://link.springer.com/article/10.1007/BF03353719","Article"
"Controlling the Diameter of Single-Walled Carbon Nanotubes by Improving the Dispersion of the Uniform Catalyst Nanoparticles on Substrate","Nano-Micro Letters","","7","4","10.1007/s40820-015-0050-8","Junjun ChenXiangju XuLijie ZhangShaoming Huang","2015","http://link.springer.com/article/10.1007/s40820-015-0050-8","Article"
"Single-Crystalline InGaAs Nanowires for Room-Temperature High-Performance Near-Infrared Photodetectors","Nano-Micro Letters","","8","1","10.1007/s40820-015-0058-0","Huang TanChao FanLiang MaXuehong ZhangPeng FanYankun YangWei HuHong ZhouXiujuan ZhuangXiaoli ZhuAnlian Pan","2016","http://link.springer.com/article/10.1007/s40820-015-0058-0","Article"
"CuCr2O4@rGO Nanocomposites as High-Performance Cathode Catalyst for Rechargeable Lithium–Oxygen Batteries","Nano-Micro Letters","","10","2","10.1007/s40820-017-0175-z","Jiandi LiuYanyan ZhaoXin LiChunge WangYaping ZengGuanghui YueQiang Chen","2017","http://link.springer.com/article/10.1007/s40820-017-0175-z","Article"
"Magnetic Tunnel Junction Based on MgO Barrier Prepared by Natural Oxidation and Direct Sputtering Deposition","Nano-Micro Letters","","4","1","10.1007/BF03353687","Xiaohong ChenPaulo P. Freitas","2012","http://link.springer.com/article/10.1007/BF03353687","Article"
"Assembling ZnO Nanorods into Microflowers through a Facile Solution Strategy: Morphology Control and Cathodoluminescence Properties","Nano-Micro Letters","","4","1","10.1007/BF03353691","Ying LeiFengyu QuXiang Wu","2012","http://link.springer.com/article/10.1007/BF03353691","Article"
"Influence of plasma condition on carbon nanotube growth by rf-PECVD","Nano-Micro Letters","","2","1","10.1007/BF03353615","Y. H. ManZ. C. LiZ. J. Zhang","2010","http://link.springer.com/article/10.1007/BF03353615","Article"
"Ultra-stable CsPbBr3 Perovskite Nanosheets for X-Ray Imaging Screen","Nano-Micro Letters","","11","1","10.1007/s40820-019-0283-z","Liangling WangKaifang FuRuijia SunHuqiang LianXun HuYuhai Zhang","2019","http://link.springer.com/article/10.1007/s40820-019-0283-z","Article"
"Ligand Exchange of Colloidal ZnO Nanocrystals from the High Temperature and Nonaqueous Approach","Nano-Micro Letters","","5","4","10.1007/BF03353758","Jun LuoXingliang DaiSai BaiYizheng JinZhizhen YeXiaojun Guo","2013","http://link.springer.com/article/10.1007/BF03353758","Article"
"Rapid Seedless Synthesis of Gold Nanoplates with Microscaled Edge Length in a High Yield and Their Application in SERS","Nano-Micro Letters","","8","4","10.1007/s40820-016-0092-6","Sheng ChenPengyu XuYue LiJunfei XueSong HanWeihui OuLi LiWeihai Ni","2016","http://link.springer.com/article/10.1007/s40820-016-0092-6","Article"
"Synthesis and Characterization of CaF2 Nanoparticles with Different Doping Concentrations of Er3+","Nano-Micro Letters","","3","2","10.1007/BF03353654","Jinghong SongGuanglin ZhiYan ZhangBingchu Mei","2011","http://link.springer.com/article/10.1007/BF03353654","Article"
"Bi2Se3/C Nanocomposite as a New Sodium-Ion Battery Anode Material","Nano-Micro Letters","","10","3","10.1007/s40820-018-0201-9","Lixin XieZe YangJingying SunHaiqing ZhouXiaowei ChiHailong ChenAndy X. LiYan YaoShuo Chen","2018","http://link.springer.com/article/10.1007/s40820-018-0201-9","Article"
"A Self-Powered Fast-Response Ultraviolet Detector of p–n Homojunction Assembled from Two ZnO-Based Nanowires","Nano-Micro Letters","","9","1","10.1007/s40820-016-0112-6","Yumei WangYing ChenWanqiu ZhaoLongwei DingLi WenHaixia LiFan JiangJun SuLuying LiNishuang LiuYihua Gao","2016","http://link.springer.com/article/10.1007/s40820-016-0112-6","Article"
"Direct Patterning of Carbon Nanotube via Stamp Contact Printing Process for Stretchable and Sensitive Sensing Devices","Nano-Micro Letters","","11","1","10.1007/s40820-019-0323-8","Binghao LiangZian ZhangWenjun ChenDongwei LuLeilei YangRongliang YangHai ZhuZikang TangXuchun Gui","2019","http://link.springer.com/article/10.1007/s40820-019-0323-8","Article"
"Large-scale Patterning of Hydrophobic Silicon Nanostructure Arrays Fabricated by Dual Lithography and Deep Reactive Ion Etching","Nano-Micro Letters","","5","1","10.1007/BF03353725","Zhibo MaChengyu JiangWeizheng YuanYang He","2013","http://link.springer.com/article/10.1007/BF03353725","Article"
